id,key,value,type
4595617056,zh,maogangcunzhan,name
4595617057,highway,bus_stop,regular
4595617057,name,maogangcunzhan,regular
4595617057,en,Maogangcun,name
4595617057,zh,maogangcunzhan,name
4595619382,highway,bus_stop,regular
4595619382,name,hulinlu(maoganglukou)zhan,regular
4595619382,en,Hulin Lu(Maogang Road Entrance),name
4595619382,zh,hulinlu(maoganglukou)zhan,name
4595619383,highway,bus_stop,regular
4595619383,name,hulinlu(maoganglukou)zhan,regular
4595619383,en,Hulin Lu(Maogang Road Entrance),name
4595619383,zh,hulinlu(maoganglukou)zhan,name
4595622832,highway,bus_stop,regular
4595622832,name,hulinluzhongzhan,regular
4595622832,en,Hulin Road Middle,name
4595622832,zh,hulinluzhongzhan,name
4595622833,highway,bus_stop,regular
4595622833,name,hulinluzhongzhan,regular
4595622833,en,Hulin Road Middle,name
4595622833,zh,hulinluzhongzhan,name
4595625828,highway,bus_stop,regular
4595625828,name,hulinlu(hengshacunkou)zhan,regular
4595625828,en,Hulin Lu(Hengshacun Entrance),name
4595625828,zh,hulinlu(hengshacunkou)zhan,name
4595625829,highway,bus_stop,regular
4595625829,name,hulinlu(hengshacunkou)zhan,regular
4595625829,en,Hulin Lu(Hengshacun Entrance),name
4595625829,zh,hulinlu(hengshacunkou)zhan,name
4595641645,highway,bus_stop,regular
4595641645,name,luogangjiezongzhan,regular
4595641645,en,Luogangjie Bus Terminal,name
4595641645,zh,luogangjiezongzhan,name
4595891008,highway,bus_stop,regular
4595891008,name,kefenglubeizhan,regular
4595891008,en,Kefeng Road North,name
4595891008,zh,kefenglubeizhan,name
4596523435,highway,bus_stop,regular
4596523435,name,lianhexuzhan,regular
4596523435,en,Lianhexu,name
4596523435,zh,lianhexuzhan,name
4596523436,highway,bus_stop,regular
4596523436,name,lianhexuzhan,regular
4596523436,en,Lianhexu,name
4596523436,zh,lianhexuzhan,name
4596526865,highway,bus_stop,regular
4596526865,name,tianxincunzhan,regular
4596526865,en,Tianxincun,name
4596526865,zh,tianxincunzhan,name
4596526866,highway,bus_stop,regular
4596526866,name,tianxincunzhan,regular
4596526866,en,Tianxincun,name
4596526866,zh,tianxincunzhan,name
4596533109,highway,bus_stop,regular
4596533109,name,lianhebeizhan,regular
4596533109,en,Lianhe North,name
4596533110,highway,bus_stop,regular
4596533110,name,lianhebeizhan,regular
4596533110,en,Lianhe North,name
4596534625,highway,bus_stop,regular
4596534625,name,tianluhujiaoyegongyuanzhan,regular
4596534625,en,Tianlu Park,name
4596534625,zh,tianluhujiaoyegongyuanzhan,name
4596542932,highway,bus_stop,regular
4596542932,name,tianluhujiaoyegongyuanzhan,regular
4596542932,en,Tianlu Park,name
4596542932,zh,tianluhujiaoyegongyuanzhan,name
4596542933,highway,bus_stop,regular
4596542933,name,tianluhushequzhan,regular
4596542933,en,Tianluhu Shequ,name
4596542933,zh,tianluhushequzhan,name
4596542934,highway,bus_stop,regular
4596542934,name,tianluhushequzhan,regular
4596542934,en,Tianluhu Shequ,name
4596542934,zh,tianluhushequzhan,name
4596550634,highway,bus_stop,regular
4596550634,name,kangpingluzhan,regular
4596550634,en,Kangping Road,name
4596550635,highway,bus_stop,regular
4596550635,name,kangpingluzhan,regular
4596550635,en,Kangping Road,name
4596553892,highway,bus_stop,regular
4596553892,name,beisheluzhongzhan,regular
4596553892,en,Beishe Road Middle,name
4596553893,highway,bus_stop,regular
4596553893,name,beisheluzhongzhan,regular
4596553893,en,Beishe Road Middle,name
4596558541,highway,bus_stop,regular
4596558541,name,beisheluzhan,regular
4596558541,en,Beishe Road,name
4596558542,highway,bus_stop,regular
4596558542,name,beisheluzhan,regular
4596558542,en,Beishe Road,name
4596558543,highway,bus_stop,regular
4596558543,name,tianluhulaonianrenhulizhongxinzongzhan,regular
4599668554,highway,traffic_signals,regular
4599768052,highway,bus_stop,regular
4599768052,name,guangpuzhongluzhan,regular
4599768052,en,Guangpu Zhong Road,name
4599768052,zh,guangpuzhongluzhan,name
4599768053,highway,bus_stop,regular
4599768053,name,guangpuzhongluzhan,regular
4599768053,en,Guangpu Zhong Road,name
4599768053,zh,guangpuzhongluzhan,name
4599768054,highway,bus_stop,regular
4599768054,name,guangpuzhongludongzhan,regular
4599768054,en,Guangpu Zhong Road East,name
4599768054,zh,guangpuzhongludongzhan,name
4599768055,highway,bus_stop,regular
4599768055,name,guangpuzhongludongzhan,regular
4599768055,en,Guangpu Zhong Road East,name
4599768055,zh,guangpuzhongludongzhan,name
4599932580,highway,traffic_signals,regular
4602475760,access,private,regular
4602475760,barrier,gate,regular
4602475760,source,local knowledge,regular
4602475764,access,private,regular
4602475764,barrier,gate,regular
4602475764,bicycle,yes,regular
4602475764,foot,yes,regular
4602475764,motor_vehicle,no,regular
4602475764,source,local knowledge,regular
4602475772,access,private,regular
4602475772,barrier,gate,regular
4602475772,bicycle,yes,regular
4602475772,foot,yes,regular
4602475772,motor_vehicle,no,regular
4602475772,source,local knowledge,regular
4602475953,access,private,regular
4602475953,barrier,gate,regular
4602476185,access,private,regular
4602476185,barrier,gate,regular
4602476185,source,local knowledge,regular
4602476295,barrier,gate,regular
4602476298,barrier,gate,regular
4602476299,barrier,gate,regular
4602476779,highway,bus_stop,regular
4602476779,name,yixinluzhan,regular
4602476779,en,Yixin Road,name
4602476779,zh,yixinluzhan,name
4602476779,source,local knowledge,regular
4602476781,highway,bus_stop,regular
4602476781,name,ditiemeihuayuanzhanzongzhan,regular
4602476781,en,Bus Terminal of Meihuayuan Metro Station,name
4602476781,zh,ditiemeihuayuanzhanzongzhan,name
4602476781,source,local knowledge,regular
4602514393,name,meihuayuanzhan Bchurukou,regular
4602514393,railway,subway_entrance,regular
4602514393,ref,B,regular
4602514393,source,local knowledge,regular
4602514394,name,meihuayuanzhan Dchurukou,regular
4602514394,railway,subway_entrance,regular
4602514394,ref,D,regular
4605676690,en,Qartallo M. Sons Trading Co.- China,name
4605676690,tourism,artwork,regular
4607247363,highway,bus_stop,regular
4607247363,name,kexuechengnanbugongjiaochangzongzhan,regular
4607247363,en,Kexuecheng South Bus Terminal,name
4607247363,zh,kexuechengnanbugongjiaochangzongzhan,name
4607249909,highway,bus_stop,regular
4607249909,name,nanxiangerluzhongzhan,regular
4607249909,en,Nanxiang 2 Road Middle,name
4607249909,zh,nanxiangerluzhongzhan,name
4607249910,highway,bus_stop,regular
4607249910,name,nanxiangerluzhongzhan,regular
4607249910,en,Nanxiang 2 Road Middle,name
4607249910,zh,nanxiangerluzhongzhan,name
4607267602,highway,bus_stop,regular
4607267602,name,nanxiangerludongzhan,regular
4607267602,en,Nanxiang 2 Road East,name
4607267602,zh,nanxiangerludongzhan,name
4607267603,highway,bus_stop,regular
4607267603,name,nanxiangerludongzhan,regular
4607267603,en,Nanxiang 2 Road East,name
4607267603,zh,nanxiangerludongzhan,name
4607306995,highway,bus_stop,regular
4607306995,name,nanyunsiluzhan,regular
4607306995,en,Nanyun 4 Road,name
4607306995,zh,nanyunsiluzhan,name
4607306996,highway,bus_stop,regular
4607306996,name,nanyunsiluzhan,regular
4607306996,en,Nanyun 4 Road,name
4607306996,zh,nanyunsiluzhan,name
4607324920,highway,bus_stop,regular
4607324920,name,nanyunsanlunanzhan,regular
4607324920,en,Nanyun 3 Road South,name
4607324920,zh,nanyunsanlunanzhan,name
4607324921,highway,bus_stop,regular
4607324921,name,nanyunsanlunanzhan,regular
4607324921,en,Nanyun 3 Road South,name
4607324921,zh,nanyunsanlunanzhan,name
4607326116,highway,bus_stop,regular
4607326116,name,nanyunsilu(nanxiangsanlukou)zhan,regular
4607326116,en,Nanyun 4 Lu(Nanxiang 3 Road Entrance),name
4607326116,zh,nanyunsilu(nanxiangsanlukou)zhan,name
4607326117,highway,bus_stop,regular
4607326117,name,nanyunsilu(nanxiangsanlukou)zhan,regular
4607326117,en,Nanyun 4 Lu(Nanxiang 3 Road Entrance),name
4607326117,zh,nanyunsilu(nanxiangsanlukou)zhan,name
4607328786,highway,bus_stop,regular
4607328786,name,nanxiangsanluzhan,regular
4607328786,en,Nanxiang 3 Road,name
4607328786,zh,nanxiangsanluzhan,name
4607328787,highway,bus_stop,regular
4607328787,name,nanxiangsanluzhan,regular
4607328787,en,Nanxiang 3 Road,name
4607328787,zh,nanxiangsanluzhan,name
4607336354,highway,bus_stop,regular
4607336354,name,mujiangshuikuzhan,regular
4607336354,en,Muqiang Shuiku,name
4607336354,zh,mujiangshuikuzhan,name
4607336355,highway,bus_stop,regular
4607336355,name,mujiangshuikuzhan,regular
4607336355,en,Muqiang Shuiku,name
4607336355,zh,mujiangshuikuzhan,name
4607340289,highway,bus_stop,regular
4607340289,name,liboaozhan,regular
4607340289,en,Liboao,name
4607340289,zh,liboaozhan,name
4607459093,name,weiyenajiudian,regular
4607459093,vi,Viena Hotel,name
4607459093,tourism,hotel,regular
4607646354,highway,bus_stop,regular
4607646354,name,zhangfulukouzhan,regular
4607646354,en,Changfu Road Entrance,name
4607646354,zh,zhangfulukouzhan,name
4607646355,highway,bus_stop,regular
4607646355,name,zhangfuluzongzhan,regular
4607646355,en,Changfu Road Bus Terminal,name
4607646355,zh,zhangfuluzongzhan,name
4607647626,highway,bus_stop,regular
4607647626,name,qinggongzhongzhuanzhan,regular
4607647626,en,Qinggongzhongzhuan,name
4607647626,zh,qinggongzhongzhuanzhan,name
4607654917,highway,bus_stop,regular
4607654917,name,tianlubeilu(xingtailukou)zhan,regular
4607654917,en,Tianlu Bei Lu(Xingtai Road Entrance),name
4607654917,zh,tianlubeilu(xingtailukou)zhan,name
4607654918,highway,bus_stop,regular
4607654918,name,tianlubeilu(xingtailukou)zhan,regular
4607654918,en,Tianlu Bei Lu(Xingtai Road Entrance),name
4607654918,zh,tianlubeilu(xingtailukou)zhan,name
4607656728,highway,bus_stop,regular
4607656728,name,muyuancunzhan,regular
4607656728,en,Muyuancun,name
4607656729,highway,bus_stop,regular
4607656729,name,muyuancunzhan,regular
4607656729,en,Muyuancun,name
4607666682,highway,bus_stop,regular
4607666682,name,badoucunzhan,regular
4607666682,en,Badoucun,name
4607666682,zh,badoucunzhan,name
4607666683,highway,bus_stop,regular
4607666683,name,badoucunzhan,regular
4607666683,en,Badoucun,name
4607666683,zh,badoucunzhan,name
4607672579,highway,bus_stop,regular
4607672579,name,chashanxiazhan,regular
4607672579,en,Chashanxia,name
4607672579,zh,chashanxiazhan,name
4607672580,highway,bus_stop,regular
4607672580,name,chashanxiazhan,regular
4607672580,en,Chashanxia,name
4607672580,zh,chashanxiazhan,name
4607673288,highway,bus_stop,regular
4607673288,name,xingtaisanluzhan,regular
4607673288,en,Xingtai 3 Road,name
4607673288,zh,xingtaisanluzhan,name
4607673289,highway,bus_stop,regular
4607673289,name,xingtaisanluzhan,regular
4607673289,en,Xingtai 3 Road,name
4607673289,zh,xingtaisanluzhan,name
4607690928,highway,bus_stop,regular
4607690928,name,meitiancunlukouzhan,regular
4607690928,en,Meitiancun Entrance,name
4607690928,zh,meitiancunlukouzhan,name
4607690929,highway,bus_stop,regular
4607690929,name,meitiancunlukouzhan,regular
4607690929,en,Meitiancun Entrance,name
4607690929,zh,meitiancunlukouzhan,name
4607736325,highway,bus_stop,regular
4607736325,name,suifengcunzhan,regular
4607736325,en,Suifengcun,name
4607736325,zh,suifengcunzhan,name
4607736326,highway,bus_stop,regular
4607736326,name,suifengcunzhan,regular
4607736326,en,Suifengcun,name
4607736326,zh,suifengcunzhan,name
4607773353,highway,bus_stop,regular
4607773353,name,suifengcun(guangdongjishushifanxueyuantianhexueyuan)zongzhan,regular
4607773353,en,Suiefngcun Bus Terminal,name
4607773353,zh,suifengcun(guangdongjishushifanxueyuantianhexueyuan)zongzhan,name
4608081599,highway,bus_stop,regular
4608081599,name,zhaoxicunzhan,regular
4608081599,en,Zhaoxicun,name
4608081599,zh,zhaoxicunzhan,name
4608081600,highway,bus_stop,regular
4608081600,name,zhaoxicunzhan,regular
4608081600,en,Zhaoxicun,name
4608081600,zh,zhaoxicunzhan,name
